# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	157682	158812	-	GJIDJL_02787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A8KN39
contig_2	cds	158868	159914	-	GJIDJL_02788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066RA22
contig_2	cds	159926	161029	-	GJIDJL_02789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC78
contig_2	cds	161041	161259	-	GJIDJL_02790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7R805
contig_2	cds	161269	162528	-	GJIDJL_02791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG30
contig_2	cds	162855	163184	-	GJIDJL_02792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA25
contig_2	ncRNA-region	163155	163254	-	-	76.6	7.1e-12	-	-	-	RFAM:RF02773
contig_2	cds	163315	164580	+	GJIDJL_02793	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8J8
contig_2	cds	164714	166198	+	GJIDJL_02794	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8C0
contig_2	cds	166245	168266	-	GJIDJL_02795	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8B9
contig_2	cds	168483	168932	+	GJIDJL_02796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1DBS8
contig_2	cds	169131	169412	+	GJIDJL_02797	179.0	1.4e-60	0.989	0.989	0.946	BlastRules:WP_001096806
contig_2	cds	169499	170974	-	GJIDJL_02798	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8B5
contig_2	cds	171124	172017	+	GJIDJL_02799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066Q4C4
contig_2	cds	172069	173613	-	GJIDJL_02800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066T6Z6
contig_2	cds	173616	175466	-	GJIDJL_02801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8B3
contig_2	cds	175531	176460	-	GJIDJL_02802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AB80
contig_2	cds	176480	176743	-	GJIDJL_02803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADG1
contig_2	cds	176740	178386	-	GJIDJL_02804	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A093DRN0
contig_2	sorf	178389	178439	-	GJIDJL_02805	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P619
contig_2	ncRNA-region	178406	178695	-	-	156.8	6.5e-19	-	-	-	RFAM:RF02744
contig_2	cds	178733	178822	-	GJIDJL_02806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X5LWA1
contig_2	cds	178977	180497	+	GJIDJL_02807	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066R6L4
contig_2	cds	180522	180860	-	GJIDJL_02808	211.0	5.9e-73	1.0	1.0	1.0	BlastRules:WP_000841001
contig_2	cds	180979	181818	+	GJIDJL_02809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZTW7
contig_2	tRNA	181914	181989	-	GJIDJL_02810	79.9	-	-	-	-	-
contig_2	tRNA	181998	182074	-	GJIDJL_02811	85.5	-	-	-	-	-
contig_2	rRNA	182129	182244	-	GJIDJL_02812	92.6	2.7e-15	-	-	-	RFAM:RF00001
contig_2	rRNA	182340	185243	-	GJIDJL_02813	2878.3	5.7e-06	-	-	-	RFAM:RF02541
contig_2	ncRNA	185251	185359	-	GJIDJL_02814	123.0	2.6e-21	-	-	-	RFAM:RF01830
contig_2	tRNA	185437	185512	-	GJIDJL_02815	66.6	-	-	-	-	-
contig_2	rRNA	185598	187139	-	GJIDJL_02816	1580.0	7.4e-48	-	-	-	RFAM:RF00177
contig_2	cds	187620	188312	+	GJIDJL_02817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31475
contig_2	cds	188335	189762	+	GJIDJL_02818	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8A4
contig_2	cds	189728	190720	-	GJIDJL_02819	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACQ0
contig_2	cds	190724	191653	-	GJIDJL_02820	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9J6
contig_2	cds	191779	192669	-	GJIDJL_02821	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SL12
contig_2	cds	192694	193659	-	GJIDJL_02822	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGI1
contig_2	cds	193664	195169	-	GJIDJL_02823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A093D7M5
contig_2	cds	195177	195596	-	GJIDJL_02824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L894
contig_2	cds	195763	197631	-	GJIDJL_02825	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63183
contig_2	cds	197854	199350	+	GJIDJL_02826	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZTV7
contig_2	cds	199344	200795	+	GJIDJL_02827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZTV6
contig_2	cds	200800	201792	-	GJIDJL_02828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZTV5
contig_2	cds	201944	202402	+	GJIDJL_02829	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACI6
contig_2	cds	202492	202935	+	GJIDJL_02830	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A037Y5S8
contig_2	cds	203314	205203	+	GJIDJL_02831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6U3
contig_2	cds	205267	205890	+	GJIDJL_02832	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6U5
contig_2	cds	206507	206887	+	GJIDJL_02833	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABC0
contig_2	cds	206896	207711	+	GJIDJL_02834	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AB98
contig_2	cds	207758	207997	+	GJIDJL_02835	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8ACP3
contig_2	cds	208059	208529	+	GJIDJL_02836	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABA0
contig_2	cds	208544	209077	+	GJIDJL_02837	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABA4
contig_2	cds	209090	210631	+	GJIDJL_02838	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABB0
contig_2	cds	210682	211545	+	GJIDJL_02839	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZTU5
contig_2	cds	211572	212954	+	GJIDJL_02840	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABB4
contig_2	cds	212975	213394	+	GJIDJL_02841	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6E6
contig_2	ncRNA	213504	213661	-	GJIDJL_02842	187.8	7.3e-26	-	-	-	RFAM:RF02060
contig_2	cds	213745	215115	+	GJIDJL_02843	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L878
contig_2	cds	215277	217106	+	GJIDJL_02844	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P17169
contig_2	cds	217408	217980	+	GJIDJL_02845	-	-	1.0	1.0	1.0	NCBIProtein:CAV00812.1
contig_2	cds	218028	218759	+	GJIDJL_02846	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q693A9
contig_2	cds	218784	221306	+	GJIDJL_02847	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8VPB7
contig_2	cds	221317	222390	+	GJIDJL_02848	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0Y617
contig_2	cds	222638	223678	+	GJIDJL_02849	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG82
contig_2	cds	223765	224724	+	GJIDJL_02850	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGH8
contig_2	cds	224724	225614	+	GJIDJL_02851	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7TYI2
contig_2	cds	225705	226478	+	GJIDJL_02852	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAH0
contig_2	cds	226493	227218	+	GJIDJL_02853	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9K7
contig_2	sorf	227408	227467	+	GJIDJL_02854	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q47079
contig_2	cds	227504	227947	+	GJIDJL_02855	263.0	2.2e-88	0.980	0.873	1.0	UniRef:UniRef90_A0A2X1NBZ6
contig_2	cds	228011	228340	+	GJIDJL_02856	213.0	1.5e-69	1.0	0.826	1.0	UniRef:UniRef90_A0A377B472
contig_2	cds	228474	230351	+	GJIDJL_02857	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066Q8V6
contig_2	cds	230370	231764	+	GJIDJL_02858	952.0	0.0	1.0	0.987	0.996	BlastRules:WP_000643228
contig_2	cds	231850	233466	+	GJIDJL_02859	1079.0	0.0	1.0	1.0	0.994	BlastRules:WP_000489881
contig_2	cds	233493	234662	+	GJIDJL_02860	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_W8T0M9
contig_2	cds	234677	235399	+	GJIDJL_02861	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L863
contig_2	cds	235461	236048	-	GJIDJL_02862	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A037YQV6
contig_2	cds	236097	236570	-	GJIDJL_02863	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7RAW0
contig_2	cds	236637	237302	-	GJIDJL_02864	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_W8TGJ8
contig_2	cds	237469	238806	+	GJIDJL_02865	817.0	1.7e-301	1.0	1.0	0.996	BlastRules:WP_000019348
contig_2	cds	238860	239426	-	GJIDJL_02866	370.0	2.6e-133	1.0	1.0	1.0	BlastRules:WP_001291268
contig_2	cds	239448	240197	-	GJIDJL_02867	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Q6AEP9
contig_2	cds	240354	241313	-	GJIDJL_02868	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZTR6
contig_2	cds	241288	242463	-	GJIDJL_02869	726.0	3.4e-267	1.0	1.0	1.0	BlastRules:WP_000085982
contig_2	cds	242596	243843	-	GJIDJL_02870	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5UEU4
contig_2	cds	243934	245349	-	GJIDJL_02871	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A853
contig_2	sorf	245570	245644	-	GJIDJL_02872	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD89
contig_2	cds	245887	247251	-	GJIDJL_02873	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L851
contig_2	cds	247357	249003	-	GJIDJL_02874	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7UMH2
contig_2	cds	249227	249553	-	GJIDJL_02875	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024LCB9
contig_2	cds	249603	249743	-	GJIDJL_02876	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7P5
contig_2	sorf	249973	250053	-	GJIDJL_02877	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DPP8
contig_2	cds	250350	251753	+	GJIDJL_02878	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P03004
contig_2	ncRNA	250860	250940	-	GJIDJL_02879	102.0	8.1e-20	-	-	-	RFAM:RF02674
contig_2	cds	251758	252858	+	GJIDJL_02880	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A988
contig_2	cds	252858	253931	+	GJIDJL_02881	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7H0
contig_2	cds	253960	256374	+	GJIDJL_02882	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AES6
contig_2	ncRNA	256417	256459	-	GJIDJL_02883	49.8	1.2e-06	-	-	-	RFAM:RF02751
contig_2	cds	256614	257012	+	GJIDJL_02884	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09996
contig_2	cds	257127	257939	+	GJIDJL_02885	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8Y5
contig_2	cds	257985	258641	-	GJIDJL_02886	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADM6
contig_2	cds	258919	259608	+	GJIDJL_02887	442.0	1.9e-160	1.0	1.0	1.0	BlastRules:WP_000174305
contig_2	cds	259605	260483	+	GJIDJL_02888	572.0	1.0e-209	1.0	1.0	0.979	BlastRules:WP_000127091
contig_2	cds	260467	261084	+	GJIDJL_02889	394.0	2.4e-142	1.0	1.0	0.990	BlastRules:WP_001198722
contig_2	cds	261081	262229	+	GJIDJL_02890	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6BF17
contig_2	cds	262349	263641	+	GJIDJL_02891	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA76
contig_2	cds	263638	264702	-	GJIDJL_02892	720.0	3.7e-266	1.0	1.0	0.983	BlastRules:WP_001340434
contig_2	cds	264803	266017	+	GJIDJL_02893	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5E9ZZX5
contig_2	cds	266019	266279	-	GJIDJL_02894	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SLQ7
contig_2	ncRNA-region	266591	266663	+	-	100.5	1.8e-16	-	-	-	RFAM:RF01832
contig_2	cds	266657	267070	+	GJIDJL_02895	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C054
contig_2	cds	267182	267610	+	GJIDJL_02896	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C058
contig_2	cds	267807	269468	+	GJIDJL_02897	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60872
contig_2	cds	269465	270181	-	GJIDJL_02898	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31453
contig_2	cds	270477	272093	+	GJIDJL_02899	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31452
contig_2	cds	272093	272731	+	GJIDJL_02900	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A8KN07
contig_2	cds	272731	272907	+	GJIDJL_02901	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024LBB6
contig_2	cds	272904	273797	-	GJIDJL_02902	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31449
contig_2	cds	273964	275679	+	GJIDJL_02903	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L823
contig_2	cds	275676	277169	+	GJIDJL_02904	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066RJK2
contig_2	cds	277216	277665	-	GJIDJL_02905	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7RAS9
contig_2	cds	277774	278121	+	GJIDJL_02906	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADM0
contig_2	cds	278111	278473	+	GJIDJL_02907	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADL6
contig_2	cds	278470	278967	+	GJIDJL_02908	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QIM3
contig_2	cds	278975	280159	-	GJIDJL_02909	-	-	1.0	1.0	1.0	NCBIProtein:BAE77620.1
contig_2	sorf	280241	280315	+	GJIDJL_02910	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DSH6
contig_2	cds	280578	280667	-	GJIDJL_02911	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024LAK6
contig_2	ncRNA	280973	281102	+	GJIDJL_02912	149.1	2.9e-25	-	-	-	RFAM:RF01400
contig_2	cds	281232	281330	+	GJIDJL_02913	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QAJ8
contig_2	cds	281436	283124	+	GJIDJL_02914	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QIM0
contig_2	cds	283128	283418	+	GJIDJL_02915	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J0Z8P9
contig_2	cds	283493	284083	+	GJIDJL_02916	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGA6
contig_2	cds	284083	285585	+	GJIDJL_02917	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1N6W4
contig_2	cds	285595	286914	+	GJIDJL_02918	879.0	0.0	1.0	1.0	0.995	BlastRules:WP_000936566
contig_2	cds	287052	288443	+	GJIDJL_02919	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGC0
contig_2	cds	288488	290254	-	GJIDJL_02920	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L789
contig_2	cds	290429	291763	+	GJIDJL_02921	822.0	1.2e-303	1.0	1.0	0.995	BlastRules:WP_001403836
contig_2	cds	291816	292268	+	GJIDJL_02922	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADL3
contig_2	cds	292431	293663	+	GJIDJL_02923	752.0	1.3e-272	1.005	0.914	0.981	UniRef:UniRef90_A1AHK2
contig_2	cds	293704	293997	-	GJIDJL_02924	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2M7X4
contig_2	cds	294219	295037	+	GJIDJL_02925	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04846
contig_2	cds	295041	295964	-	GJIDJL_02926	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93SD3
contig_2	cds	296075	297259	-	GJIDJL_02927	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A193MVN6
contig_2	cds	297641	297787	-	GJIDJL_02928	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A0HCR4
contig_2	cds	298052	298897	-	GJIDJL_02929	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1M0PW28
contig_2	cds	299199	299687	-	GJIDJL_02930	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ1ASP4
contig_2	cds	299684	300061	-	GJIDJL_02931	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002322086
contig_2	cds	300108	300485	-	GJIDJL_02932	264.0	1.2e-89	1.0	0.926	0.984	UniRef:UniRef90_F2VI92
contig_2	cds	300535	300648	-	GJIDJL_02933	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8VQQ1
contig_2	cds	300648	300869	-	GJIDJL_02934	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A085PAY4
contig_2	cds	300932	301408	-	GJIDJL_02935	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76362
contig_2	cds	301424	301897	-	GJIDJL_02936	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAN4QNH0
contig_2	cds	301991	302236	-	GJIDJL_02937	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7A6VUI4
contig_2	cds	302236	303054	-	GJIDJL_02938	546.0	1.5e-196	1.0	1.0	0.978	UniRef:UniRef90_A0A776LXH0
contig_2	cds	303209	303367	-	GJIDJL_02939	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SWS3
contig_2	cds	303438	306284	-	GJIDJL_02940	1451.0	0.0	1.053	1.0	0.922	UniRef:UniRef90_A0AAI8H4L9
contig_2	cds	306657	307529	-	GJIDJL_02941	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX4L969
contig_2	cds	307628	308500	-	GJIDJL_02942	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1M0KU02
contig_2	cds	310143	310355	-	GJIDJL_02943	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1M0NBA2
contig_2	cds	311088	311690	-	GJIDJL_02944	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAI8H4M1
contig_2	cds	311785	311991	-	GJIDJL_02945	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAI8E4E9
contig_2	cds	313253	313450	-	GJIDJL_02946	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAI8E6B4
contig_2	cds	313654	314223	+	GJIDJL_02947	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1M2FZ22
contig_2	cds	314389	314772	+	GJIDJL_02948	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAJ1AT45
contig_2	cds	314769	314978	+	GJIDJL_02949	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0XS65
contig_2	cds	315525	316232	+	GJIDJL_02950	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2P9EKU5
contig_2	cds	316379	317077	+	GJIDJL_02951	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A168PRT4
contig_2	cds	317109	318308	-	GJIDJL_02952	-	-	1.0	1.0	1.0	NCBIProtein:WP_000804064.1
contig_2	cds	318387	319064	+	GJIDJL_02953	424.0	1.5e-153	0.960	1.0	1.0	BlastRules:WP_000164043
contig_2	cds	319096	319338	-	GJIDJL_02954	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1M0QXX3
contig_2	cds	320210	321322	+	GJIDJL_02955	729.0	4.1e-269	1.003	1.0	0.997	IS:IS421
contig_2	cds	321345	321485	+	GJIDJL_02956	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1B1IKF1
contig_2	cds	321690	322124	-	GJIDJL_02957	-	-	1.0	1.0	0.938	NCBIProtein:CAA77320.1
contig_2	cds	322196	322546	+	GJIDJL_02958	-	-	1.0	1.0	1.0	NCBIProtein:AAB59075.1
contig_2	cds	322560	322835	+	GJIDJL_02959	-	-	1.0	1.0	0.901	NCBIProtein:AAC38219.1
contig_2	cds	322871	323293	+	GJIDJL_02960	-	-	1.0	1.0	1.0	NCBIProtein:AAC33908.1
contig_2	cds	323345	325039	+	GJIDJL_02961	-	-	-	-	-	NCBIFam:TIGR02053.1
contig_2	cds	325057	325419	+	GJIDJL_02962	-	-	-	-	-	NCBIFam:NF033783.1
contig_2	cds	325416	325652	+	GJIDJL_02963	-	-	-	-	-	NCBIFam:NF010310.2
contig_2	cds	325649	326356	+	GJIDJL_02964	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7JCJ5
contig_2	cds	326431	327699	+	GJIDJL_02965	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q0ZKU1
contig_2	cds	327746	328450	+	GJIDJL_02966	495.0	2.5e-181	1.0	1.0	1.0	IS:IS15DIV
contig_2	cds	328511	329347	-	GJIDJL_02967	-	-	1.0	1.0	1.0	NCBIProtein:WP_000480968.1
contig_2	cds	329347	330150	-	GJIDJL_02968	-	-	1.0	1.0	1.0	NCBIProtein:WP_001082319.1
contig_2	cds	330211	331026	-	GJIDJL_02969	-	-	1.0	1.0	1.0	NCBIProtein:WP_001043265.1
contig_2	cds	331334	332185	-	GJIDJL_02970	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_V5KBS4
contig_2	cds	332172	332879	-	GJIDJL_02971	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P20356
contig_2	cds	332941	333645	-	GJIDJL_02972	495.0	2.5e-181	1.0	1.0	1.0	IS:IS15DIV
contig_2	cds	334243	335103	-	GJIDJL_02973	-	-	1.0	1.0	1.0	NCBIProtein:WP_000027057.1
contig_2	cds	335286	335537	-	GJIDJL_02974	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A236MCT2
contig_2	cds	335603	336307	+	GJIDJL_02975	495.0	2.5e-181	1.0	1.0	1.0	IS:IS15DIV
contig_2	cds	336341	337120	-	GJIDJL_02976	-	-	0.992	0.934	0.988	NCBIProtein:WP_063855066.1
contig_2	cds	337114	337461	-	GJIDJL_02977	-	-	1.0	1.0	1.0	NCBIProtein:WP_000679427.1
contig_2	cds	337691	338239	-	GJIDJL_02978	-	-	0.863	1.0	1.0	NCBIProtein:WP_000703418.1
contig_2	ncRNA-region	338151	338232	-	-	66.2	3.8e-11	-	-	-	RFAM:RF02912
contig_2	cds	338322	339335	+	GJIDJL_02979	682.0	5.9e-252	1.0	1.0	0.997	BlastRules:WP_000845054
contig_2	cds	339688	339888	+	GJIDJL_02980	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04162
contig_2	cds	340014	340574	+	GJIDJL_02981	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04130
contig_2	cds	340577	343543	+	GJIDJL_02982	1953.0	0.0	1.0	1.0	1.0	BlastRules:WP_001138064
contig_2	sorf	343610	343699	+	GJIDJL_02983	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0XU13
contig_2	cds	343733	344008	+	GJIDJL_02984	188.0	2.6e-64	1.0	1.0	1.0	IS:IS1A
contig_2	cds	344053	344430	+	GJIDJL_02985	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B1VCF3
contig_2	cds	344549	345733	-	GJIDJL_02986	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93SE7
contig_2	tRNA	346033	346127	-	GJIDJL_02987	142.5	-	-	-	-	-
contig_2	cds	346420	347802	+	GJIDJL_02988	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31435
contig_2	cds	347812	350130	+	GJIDJL_02989	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A093DTC3
contig_2	cds	350183	351892	-	GJIDJL_02990	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A093EIF4
contig_2	cds	352013	353404	-	GJIDJL_02991	867.0	0.0	1.0	1.0	1.0	BlastRules:WP_001295238
contig_2	cds	353684	354889	+	GJIDJL_02992	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SM67
contig_2	cds	355055	357136	-	GJIDJL_02993	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L772
contig_2	cds	357142	357831	-	GJIDJL_02994	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1LB98
contig_2	cds	357838	359946	-	GJIDJL_02995	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG24
contig_2	cds	359965	360240	-	GJIDJL_02996	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8ARN6
contig_2	cds	360295	360918	-	GJIDJL_02997	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60546
contig_2	cds	361176	362858	+	GJIDJL_02998	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L771
contig_2	cds	362855	363472	-	GJIDJL_02999	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGM2
contig_2	cds	363764	364588	-	GJIDJL_03000	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A023LJ85
contig_2	cds	364809	365672	-	GJIDJL_03001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q6ZBG3
contig_2	cds	365799	366515	+	GJIDJL_03002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8A6A5
contig_2	sorf	366531	366569	+	GJIDJL_03003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P17776
contig_2	cds	366581	367222	+	GJIDJL_03004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7E3
contig_2	cds	367259	367855	-	GJIDJL_03005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C093
contig_2	cds	367962	368420	-	GJIDJL_03006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64007
contig_2	cds	368398	369618	-	GJIDJL_03007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066RKF7
contig_2	cds	369790	370458	+	GJIDJL_03008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L757
